id,name,category,falCategory,status,prefix,supportsLora,imageFields,maxRefs,refImagesField,needsSource,needsFirstFrame,supportsI2v,promptField,aspectRatioField,durationField,hasOpenapiOverlay,notes
fal-ai/gemini-3.1-flash-image-preview/edit,Gemini 3.1 Flash Image Preview,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
bytedance/seedance-2.0/mini/image-to-video,Seedance 2.0 Mini Image to Video,video,image-to-video,available,bytedance,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
alibaba/wan-3.0-prime/text-to-video,Wan 3.0 Prime,video,text-to-video,available,alibaba,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/krea-2/turbo,Krea 2 Turbo,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2/flash/edit,FLUX 2 Flash Edit,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
bytedance/seedance-2.0/fast/text-to-video,Seedance 2.0 Fast Text to Video,video,text-to-video,available,bytedance,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/gemini-25-flash-image,Gemini 2.5 Flash Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
google/gemini-omni-flash/v1.1/edit,Gemini Omni Flash 1.1 Edit,video,video-to-video,available,google,False,image_url,1,image_url,False,True,True,prompt,,,False,
google/gemini-omni-flash/v1.1/text-to-video,Gemini Omni Flash 1.1 Text to Video,video,text-to-video,available,google,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v2.1/pro/image-to-video,Kling 2.1 (pro),video,image-to-video,available,fal-ai,False,image_url|tail_image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling 2.1 Pro is an advanced endpoint for the Kling 2.1 model, offering professional-grade videos with enhanced visual f"
fal-ai/minimax-music/v2.6,Minimax Music 2.6,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
topaz/upscale/video/precision,Topaz Upscale Video Precision,upscale,video-to-video,available,topaz,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan-25-preview/image-to-video,Wan 2.5 Image to Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
xai/grok-imagine-video/text-to-video,Grok Imagine Video,video,text-to-video,available,xai,False,,1,image_url,False,False,False,prompt,,,False,
ideogram/v4,Ideogram V4.0 Text to Image,image,text-to-image,available,ideogram,False,,1,image_url,False,False,False,prompt,,,True,"Generate high-quality images, posters, and logos with Ideogram's latest V4.0q — producing crisp visuals with accurate te"
fal-ai/bytedance/seedance/v1/pro/fast/image-to-video,Bytedance Seedance V1 Pro Fast Image To Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/kling-video/o3/standard/reference-to-video,Kling O3 Reference to Video [Standard],video,image-to-video,available,fal-ai,False,start_image_url|end_image_url|image_urls,9,image_urls,False,True,True,prompt,aspect_ratio,duration,True,"Transform images, elements, and text into consistent, high-quality video scenes, ensuring stable character identity, obj"
veed/fabric-1.0,Fabric 1.0,video,image-to-video,available,veed,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/ffmpeg-api/extract-frame,Ffmpeg Api,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
alibaba/qwen-image-3/edit,Qwen Image 3 Image Editing,image,image-to-image,available,alibaba,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-pulid,PuLID Flux,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-video/v3/standard/motion-control,Kling Video,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2-max,Flux 2 Max,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-image-edit-2511,Qwen Image Edit 2511,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/qwen-image,Qwen Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/lipsync/audio-to-video,Kling LipSync Audio-to-Video,video,text-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,False,
bytedance/seedream/v5/lite/edit,Seedream,image,image-to-image,available,bytedance,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/seedvr/upscale/video,SeedVR2,upscale,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/latentsync,LatentSync,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bria/eraser,Bria Eraser,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
google/gemini-omni-flash/edit,Gemini Omni Flash,video,video-to-video,available,google,False,image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/ffmpeg-api/merge-audio-video,Ffmpeg Api Merge Audio-Video,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bytedance-upscaler/upscale/video,Bytedance Upscaler Upscale Video,upscale,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
bytedance/seedream/v5/pro/layerize,Seedream 5.0 Pro Layerize,image,image-to-image,available,bytedance,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-pro/kontext/max/multi,FLUX.1 Kontext [max],image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
minimax/music-3,MiniMax Music 3,audio,text-to-audio,available,minimax,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/trellis,Trellis,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-video/v2.6/pro/text-to-video,Kling Video v2.6 Text to Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"Kling 2.6 Pro: Top-tier text-to-video with cinematic visuals, fluid motion, and native audio generation."
clarityai/crystal-upscaler,Crystal Upscaler,upscale,image-to-image,available,clarityai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/fashn/tryon/v1.6,FASHN Virtual Try-On V1.6,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/imageutils/nsfw,NSFW Filter,image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan/v2.2-a14b/image-to-video/turbo,Wan,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/veo3.1/lite,Veo3.1 Lite Text to Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ffmpeg-api/metadata,FFmpeg API Metadata,image,json,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2/turbo/edit,FLUX 2 Turbo Edit,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/veo3.1/fast/first-last-frame-to-video,Veo 3.1 Fast,video,image-to-video,available,fal-ai,False,first_frame_url|last_frame_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,Generate videos from a first/last frame using Google's Veo 3.1 Fast
fal-ai/trellis-2,Trellis 2,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/minimax-music/v2,Minimax Music,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan/v2.2-a14b/image-to-video,Wan v2.2 A14B,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,aspect_ratio,,True,fal-ai/wan/v2.2-A14B/image-to-video
fal-ai/bytedance/seedance/v1.5/pro/text-to-video,Bytedance Seedance V1.5 Pro Text To Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,Generate videos with audio with Seedance 1.5
fal-ai/flux-2/klein/4b,FLUX.2 [klein] 4B,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/voice-clone,MiniMax Voice Cloning,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/lyria3/pro,Lyria 3 Pro,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
tripo3d/h3.1/image-to-3d,Tripo H3.1 Image to 3D,3d,image-to-3d,available,tripo3d,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/qwen-image-edit,Qwen Image Edit,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/sam2/image,Segment Anything Model 2,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
xai/grok-imagine-video/v1.5/reference-to-video,Grok Imagine Video 1.5 Reference to Video,video,image-to-video,available,xai,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/kling-video/v3/4k/image-to-video,Kling Video,video,image-to-video,available,fal-ai,False,start_image_url|end_image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling's Native 4K is a video generation model that directly outputs professional-grade 4K video in one step, eliminating"
blackforestlabs/flux-3/text-to-video/draft,Flux 3 Text To Video Draft,video,text-to-video,available,blackforestlabs,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/speech-02-turbo,MiniMax Speech-02 Turbo,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/recraft/v4/text-to-image,Recraft V4,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,Recraft V4 was developed with designers to bring true visual taste to AI image generation. Built for brand systems and p
fal-ai/demucs,Demucs,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v2.6/pro/motion-control,Kling Video v2.6 Motion Control [Pro],video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
xai/grok-imagine-video/reference-to-video,Grok Imagine Reference to Video,video,image-to-video,available,xai,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
alibaba/qwen-image-3/text-to-image,Qwen Image 3 Text to Image,image,text-to-image,available,alibaba,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/veo3.1/reference-to-video,Veo 3.1,video,image-to-video,available,fal-ai,False,image_urls,9,image_urls,False,True,True,prompt,aspect_ratio,duration,True,Generate Videos from images using Google's Veo 3.1
fal-ai/ltx-2.3/image-to-video/fast,LTX 2.3 Video Fast,video,image-to-video,available,fal-ai,False,end_image_url|image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,"LTX-2.3 is a high-quality, fast AI video model available in Pro and Fast variants for text-to-video, image-to-video, and"
fal-ai/mmaudio-v2,MMAudio V2,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/heygen/avatar4/image-to-video,Heygen,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/flux-2-flex,Flux 2 Flex,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,Text-to-image generation with FLUX.2 [flex] from Black Forest Labs. Features adjustable inference steps and guidance sca
fal-ai/ace-step,ACE Step,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/sync-lipsync,sync.so -- lipsync 1.9.0-beta,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/sync-lipsync/v2/pro,Sync Lipsync,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/lyria2,Lyria2,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/evf-sam,EVF-SAM2 Segmentation,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-video/ai-avatar/v2/pro,Kling AI Avatar v2 Pro,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
bytedance/seedream/v5/lite/text-to-image,Seedream,image,text-to-image,available,bytedance,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/veo3.1/first-last-frame-to-video,Veo 3.1,video,image-to-video,available,fal-ai,False,first_frame_url|last_frame_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,Generate videos from a first and last framed using Google's Veo 3.1
fal-ai/flux-pro/kontext/text-to-image,FLUX.1 Kontext [pro],image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,,True,The FLUX.1 Kontext [pro] text-to-image delivers state-of-the-art image generation results with unprecedented prompt foll
fal-ai/wan-i2v,Wan-2.1 Image-to-Video,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
xai/grok-imagine-image/quality/text-to-image,Grok Imagine Image,image,text-to-image,available,xai,False,,1,image_url,False,False,False,prompt,,,False,
google/nano-banana-lite,Nano Banana Lite,image,text-to-image,available,google,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/gemini-3.1-flash-image-preview,Gemini 3.1 Flash Image Preview,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2-flex/edit,Flux 2 Flex,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/kling-image/o3/image-to-image,Kling Image,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2/lora,FLUX 2 Lora,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/krea-2/turbo/lora,Krea 2 Text to Image Turbo LoRA,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kokoro/american-english,Kokoro TTS,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/z-image/turbo/image-to-image,Z Image Turbo Image To Image,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
meshy/v7/image-to-3d,V7 Image to 3D,3d,image-to-3d,available,meshy,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/recraft/v4.1/text-to-image,Recraft V4.1 Text to Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True, Recraft V4.1 builds on the design-first foundation of V4 with sharper prompt control and cleaner composition. Tuned for
fal-ai/gpt-image-1/text-to-image,gpt-image-1,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,OpenAI's latest image generation and editing model: gpt-1-image.
